time,user,type,token,amount,destination,signatureChainId,hyperliquidChain,block,hash,error
1750615250736,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,19593.57085,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638031978,0x13eedb418f20b68a302b042607986a0203410027dddb5b802aa0e537079b8b45,
1750611646810,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,18223.17204286,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637986585,0xace985b19a833237c856042606e71902012e00b9c463ba17317c1642d027460b,
1750608050320,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,12634.03,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637942002,0xc8c7cf59dac813cd1f6604260638f202056b00aa9b07e279ec64d86a4424b81f,
1750604450404,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,35551,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637896763,0x3d36de947dc62fffd4b2042605883b0206f600d7dc19c088bd9d0c6c59ec26be,
1750600849921,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,13557.25545,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637852608,0x4e29937c986739bc53ce042604dbc0018800be5a675f4d7f0aa4e86a508ad1f2,
1750597250028,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,6892.82680714,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637808129,0x2514db8ccb84c24e96670426042e010201bc00bc51def805d03ba7105ca6ede2,
1750593649994,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,89404.65942638,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637761898,0x40848511e9158a222dcb042603796a018600ec9491627c7b7a3ecc1fb4a8a7dc,
1750585097627,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,200000,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637652821,0x0f28541c7a1927e021b1042601cf550202400046d4d0ba2a637dac6b80888eb6,
1750518649753,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,123100,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,636810345,0xc0348b016a278b648ba70425f4f46901410012b26a0873940e3463dd9da3b454,
1750473950718,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,200000,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,636251086,0xee2c01f43be475103a230425ec6bce02010f00aafc3068194761eb9d107ad6ae,
1750441549026,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,100000,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,635834496,0xe91c9d2bfbb2fb88604c0425e6108002052c00737bc88b51060c06df9d27d9fe,
1750359650212,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,2283.68679705,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,634785043,0x3911dc61f65c0cb4b6060425d60d1302011000f8dbb047b7dc10f4c86fde316e,
1750356048886,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5012.87285715,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,634738658,0xa3759fadc5077c2710c80425d557e20201f2008fde91e7fdc40f764e043141d3,
1750352449195,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5390.06981428,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,634691788,0xa82819aeeefe7a1fb3dd0425d4a0cc015800a68cdc814880617aae6c95525fea,
1750348849775,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,4178.82495,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,634644590,0xb94c966408d85a1116940425d3e86e01d2009ddb19712079bcec0a7cb076e98b,
1750345246947,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,32143.11343475,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,634596932,0xebbb37921fc98c5467840425d32e4402016500dc7b5652121d7445bb89093869,
1750289776724,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,15000,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,633883781,0xd19cb9d1b6fd824dd3310425c84c85016900276a7e18fc3c79824ffa89b87c23,
1750264128615,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,100000,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,633554564,0xf037a0b51164cc2527b30425c3468401b900fbc5eee7ac03fa9b35847fd484a4,
1750212049730,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,78557.67807017,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,632889951,0xff3d31c19624e379d5cb0425b9225f0160008279ecaeeb736f372c81aac4e5ed,
1750129100796,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,100000,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,631818813,0x1045ed67f1d8ca7e86f70425a8ca3d02013f00ed1668f76b706786822b781d3c,
1750082447663,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,1613.23248215,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,631222985,0x2da3a98e4a8281d96e4804259fb2c902013400ac70c07a6b20763189f281711f,
1749949249765,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,4088.00565019,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,629521451,0x154e553f93d7e9e1aa81042585bc2b01df0026143fa370eea6a64f40ede406c0,
1749938449681,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,3535.1811,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,629383204,0x14793306d5663eb52e99042583a02401ec00e66db1e79cf851d865115ed301bc,
1749934849680,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5377.26067384,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,629336446,0x0538eddab757277304ea042582e97e01a700149cbb882350fb7a1a03133e604b,
1749931249910,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,4353.47943212,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,629289522,0x241ba8bb74b5193018320425823232020151004bd0cd43f9de28edd1d27aa424,
1749924049816,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,849.4406169,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,629195870,0x410a94bc19d88200af8f042580c45e01ab00e9b495ac2f00b75cc34424d7a6e5,
1749780050407,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,1778.24743571,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,627350396,0xb230cc9241f33ec890da0425649b7c02080700e2de607a00a11a9ead2e25e7fa,
1749776451538,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5760.98742156,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,627306086,0x1b3345b055a46250fd7d042563ee6601b1003174012098c1b91c34f88cd91d9d,
1749747648948,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,2146.04897721,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,626933665,0x0c2f0eecfad09454649c04255e3fa102011a00b88b307d806ba2e387977a5733,
1749740437634,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,437.61565647,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,626839109,0x32a26e2b25607ee04f4804255cce4501ac002ea7cd73af16aa17d73096b82a76,
1749736837019,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,3459.98516205,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,626791128,0x1f74c83746d8407ef18c04255c12d801dd00ab486d773a16687797bbb905b873,
1749632409111,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,106600,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,625428187,0x5f3b8c74806a1375dab504254746db01f10022fc77fd31cea01bc627a95eb939,
1749600037337,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,3931.34245668,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,625007573,0x778cb0800987b6f5620c042540dbd50202eb008d56478ec46fec3132bac29c0e,
1749596436977,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,15703.0481508,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,624960552,0x2635ef993b5380e6d99a04254024280205650004b388a6e9aa98ddc47ed6f4af,
1749592836952,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,2745.47863199,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,624913062,0x56703c1a25c35bd3147a04253f6aa601d900af7dd855a14f69aec75f0d1f509b,
1749589236804,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,11553.17667029,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,624866182,0xb2b169dd4574f7b64dff04253eb3860201100034992220ca5e007304eb3ac1f5,
1749560437366,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,4851.35093275,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,624490302,0xd45100e8184d9251cf2b042538f73e019800c6812fc9683dfab06c47a6242e00,
1749556837310,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,1153.83874135,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,624442564,0x066b965f9c9356e9729c0425383cc40201d4009f175f6dcfb49451388cdc133a,
1749549636900,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,12675.45306375,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,624347935,0xeec801f281c834d2d4b0042536cb1f016e00b4066abfd2ead4e95b89d7eabf26,
1749546037100,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,1282.49189176,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,624300144,0x97629c54c00ecd3d7a0b042536107001990085d909e705dcbb8140f3daef5a7c,
1749542436861,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,2663.09128142,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,624253017,0xad579478897abb1d0a17042535585901ee00d39d356c734f082ccf4f307bef66,
1749535236901,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,9119.70109733,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,624159746,0xbf53cc8af0520d16f24b042533ec0202011b004b63895d940f8fd081d7dc046d,
1749531636720,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,436.42041791,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,624113018,0xe0d00668fa1fafe763b2042533357a0201f6006552133506b96187e8aa4e5ee7,
1749528037206,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,795.82467726,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,624066469,0x1967c2feea05186afc750425327fa501a500cb68ed52fc563b685a7627956291,
1749524437072,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,8442.1229022,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,624019661,0xf95910c38ab51ebe172d042531c8cd01a60068152b15920ca9f6d5c8a2c3df1c,
1749520836990,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,7054.0093051,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,623972805,0x1327f0b62c976b31d41404253111c501c70030d941086e8fcc20faea85b44a28,
1749517236661,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,8999.62746636,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,623925992,0x82f64934b02e68dff9ce0425305ae80201510044fd43e55ac07764f18052639f,
1749513636988,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,22563.01157773,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,623878926,0xeb7bc4ac2ddf534fbbe704252fa30e015500a9b9396949ceb2c2fb975657743b,
1749510038281,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,13673.15233596,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,623831995,0x8977da71cf6461f8f15804252eebbb02010600ca7027f5237e656fc071a1ad2a,
1749355266094,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,2805.17505714,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621911194,0x8b338cb24336676fe5950425119c9a0188004a432bbf9495f31ecb3cbd8a08db,
1749344437744,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,493.22785714,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621772432,0x5b39c68a09c4a86ef4f004250f7e9001a4000d4db8885295f27a8b36c6fec672,
1749340837965,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,1567.98425886,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621726457,0x7c899e1868200ca422cf04250ecaf9020230005e1e5fd23669b1ac727c057e83,
1749337265624,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,570.34879758,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621680984,0xebe6e80e1fde54e268a604250e195802012500953a5e42fe996f7b00d4e80703,
1749333637999,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,561.07431311,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621634675,0xf2ac769909667daedac504250d647301c300cddf078ce102289f688630f45621,
1749330037682,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,1540.90986398,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621589229,0x21ddc9005cf5c3243e9504250cb2ed018000f69654eb04cf87aae2666b8c4b35,
1749319265737,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,4048.54383506,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621451478,0xefa13f0616bc7d1ce51204250a98d60201d700a7ce9d7f4f8901371ddd448f06,
1749315666084,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,10516.98855987,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621405407,0x0327c7761bd5dc214080042509e4df01c200dccef3faaac6d61f4f613b2fdb17,
1749308465876,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,930.33128539,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621313013,0x6eed6be1306f5a88fbf90425087bf50201b10077773b51b684ce214ab7f43424,
1749304865796,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,4591.6218792,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621266252,0x39a2c839f40e53bc3e9c042507c54c020193003ee0c1cd7bc82a208aa971bcb9,
1749301265768,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5044.48991517,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621219794,0xacfb33931f9394492c930425070fd2017000ed85d4f2a47a59fcfd8af45fba5e,
1749297665773,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,4123.82238943,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621173267,0x977f30758e983a77bcb00425065a130201f7007983fcaccd43118243eb40f9d1,
1749294065937,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,1264.88515858,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621127052,0x8aa7dbd57b0fc25f2e01042505a58c01ad00697c06b18ad57c5a8860f65cf81c,
1749290439833,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,657.9591988,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621080545,0x78eeb90eac8da5b2175c042504efe102012b000fb47e10271a02d6fe375b5c2b,
1749286838847,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,3803.89594421,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,621034318,0x74c151f34ad86364d40f0425043b4e01600007e9ffdcd4aa36c324daa8f95646,
1749276039275,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,1718.02053872,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,620895104,0xb7de7cd92f4a479ab5ba0425021b80013d004c50d1656dda82886fa2f3f4b729,
1749272465873,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,376.22978002,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,620849184,0xd3aabbdead61023a7fc10425016820017a00ccdf8e033f1ff37e592451655b96,
1749268867549,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,135389.86888632,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,620802923,0x3416ce6eb30f0e457dd4042500b36b01ca0063081f57c7d8cf6a2076c837d871,
1749190300038,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,300000,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,619795431,0x3b4b18a27349fdbc548a0424f153e7020153005c26a335b7d5cd1b3508c43875,
1749150066363,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,4307.21845,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,619283134,0x79ffdd63ec9d1f2ae03f0424e982be020371007b564b251fd93749b484794efd,
1749139266299,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,28585.65910355,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,619144906,0xa63c12d92a08ce54a4f00424e766ca02015f00b9161a7d7abb8e3229a0a6502d,
1749053138325,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,100000,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,618038046,0x659b628ab90cf448e9b90424d6831e02018600f5c537e1a3925c21e7ccf0d5ca,
1749016870166,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,1911.73408965,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,617568362,0x7c9b068cfd6f5b17a66c0424cf586a016d00e99e2c3c32d876aa7314e97d6a6f,
1749009670380,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,102579.53217372,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,617475979,0x35783beef4e4023f280b0424cdef8b018c008ccb5349ba4a260be9ab0bb3b4fb,
1748935297027,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,173400,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,616517552,0x80bab7923bdd655ae4dc0424bf4fb001b30087276fb0c49a0bca8cf4456bd8ea,
1748898069557,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,23677.83121198,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,616038578,0xae7491874afbad7f1acf0424b800b201470043f6b7182012e6d156cbaafd9344,
